([(0, 1, 0.334866869778332), (1, 4, 0.28582492881833077), (2, 1, 0.0012006816104400096), (3, 0, 0.999928657516334), (4, 3, 1.1996837130827969), (5, 1, 0.2789577955379464)], 3.10046264634418)
([(0, 2, 0.21941553034262953), (1, 2, 0.6706406982457677), (2, 2, 1.0357487300794015), (3, 2, 0.4440232894898079), (4, 0, 0.999928657516334), (5, 2, 0.23305061046113237)], 3.6028075161350728)
([(0, 2, 0.3938729580730958), (1, 2, 1.4587997976076168), (2, 2, 0.4734128157442143), (3, 2, 1.4296098817046614), (4, 0, 0.999928657516334), (5, 2, 0.06565954788164098)], 4.8212836585275625)
([(0, 2, 1.0045008114863228), (1, 1, 0.6801083035777807), (2, 2, 0.6260751205303959), (3, 2, 1.410893186764844), (4, 2, 1.8897123277098766), (5, 1, 0.27895205330411355)], 5.890241803373334)
([(0, 2, 0.6757052187851889), (1, 2, 1.3289160808997587), (2, 1, 0.9699071596367478), (3, 3, 0.9690384480989661), (4, 0, 0.999928657516334), (5, 2, 0.12493897708223566)], 5.068434542019231)
([(0, 3, 0.48121946013217487), (1, 2, 0.9820955342988245), (2, 1, 1.329956499700132), (3, 2, 0.24870894244417752), (4, 2, 0.3229752122912297), (5, 0, 0.31084340322064846)], 3.675799052087187)
([(0, 2, 0.6405032850372285), (1, 2, 1.6468692617929177), (2, 0, 0.999928657516334), (3, 2, 0.8048144476031418), (4, 2, 0.5229348581270269), (5, 2, 0.2244900621392322)], 4.83954057221588)
([(0, 2, 1.0549236981894425), (1, 2, 0.5250339730870108), (2, 2, 1.0620842358177482), (3, 1, 1.115423350516951), (4, 2, 0.7748000008925146), (5, 1, 0.2792293546310272)], 4.811494613134695)
([(0, 0, 0.999928657516334), (1, 2, 0.7653236562048238), (2, 2, 0.5297451622511955), (3, 2, 0.9126243340210947), (4, 2, 0.7899766636063171), (5, 2, 0.33957404545683595)], 4.337172519056601)
([(0, 2, 0.8058093866931197), (1, 1, 1.139123134794619), (2, 2, 0.7482967968337235), (3, 2, 0.5576485243325464), (4, 1, 0.11215674014824865), (5, 2, 0.04835465196088037)], 3.4113892347631376)
([(0, 2, 1.8188137226385799), (1, 2, 1.086247973685343), (2, 2, 0.18672099002533174), (3, 2, 0.48988979573516794), (4, 1, 0.10923269785527784), (5, 1, 0.279063420839799)], 3.969968600779499)
([(0, 2, 0.6829781341854646), (1, 2, 0.1431247662350908), (2, 2, 1.0391817572199247), (3, 0, 0.999928657516334), (4, 2, 0.9999366575163339), (5, 2, 0.07673197179062186)], 3.94188194446377)
([(0, 2, 0.5044939204197146), (1, 2, 1.2930180880494269), (2, 1, 0.5679575507913285), (3, 2, 1.1875965750780233), (4, 2, 1.160096060841919), (5, 1, 0.2793653412021828)], 4.992527536382596)
([(0, 2, 0.650357082113824), (1, 2, 0.697479934057783), (2, 1, 0.9119743077233083), (3, 2, 1.1319523448756215), (4, 2, 0.7351149428056414), (5, 1, 0.2790683242985546)], 4.4059469358747325)
([(0, 1, 0.20094445077348208), (1, 2, 0.43015119482197245), (2, 2, 0.4988824828570997), (3, 1, 0.6089496909102055), (4, 2, 0.9040319921839216), (5, 2, 0.3727881313995237)], 3.015747942946205)
([(0, 2, 0.37290143263711856), (1, 2, 1.0288225695514572), (2, 2, 0.27933544229663165), (3, 1, 0.36322767778564785), (4, 1, 1.1261395280954194), (5, 2, 0.2754447869460509)], 3.4458714373123254)
([(0, 1, 0.7570802958285748), (1, 3, 0.49599910557328075), (2, 2, 0.31756103712391387), (3, 1, 0.3089816317978336), (4, 1, 0.4389053903933435), (5, 2, 0.31084335068877456)], 2.629370811405721)
([(0, 2, 0.3197231729841035), (1, 2, 0.5623360457250417), (2, 2, 0.23916935519314494), (3, 1, 0.32090847897160496), (4, 1, 0.5129749846736777), (5, 2, 0.4209122186743753)], 2.3760242562219482)
([(0, 2, 1.6467413662831172), (1, 2, 0.4170527236828548), (2, 1, 0.06824733888708615), (3, 2, 1.2436062815710052), (4, 2, 0.07852670066320044), (5, 1, 0.27900871020738666)], 3.7331831212946507)
([(0, 2, 1.3145603036293894), (1, 1, 0.2054307855287983), (2, 3, 0.40084716577806306), (3, 3, 0.6949866959532521), (4, 1, 0.4125388811137907), (5, 0, 0.31084340322064846)], 3.339207235223942)
([(0, 1, 1.4989899344641404), (1, 1, 0.7120333238554579), (2, 2, 0.19180974381687071), (3, 2, 0.8471526967395965), (4, 2, 0.6113612528265603), (5, 2, 0.27850715613322574)], 4.139854107835852)
